"source","kind","visible_text","target","status_code","method","final_url","content_type","title","verdict","notes","bibliography_entry"
"50","url","https://doi.org/10.1109/PowerTech55446.2023.10202771","https://doi.org/10.1109/PowerTech55446.2023.10202771","200","HEAD","https://ieeexplore.ieee.org/document/10202771/","text/html; charset=UTF-8","","ok","","Redhu and Bremdal. Day-Ahead Zonal Electricity Price Forecasting using 1D-LSTM with Neighbouring Zones Data. DOI: 10.1109/PowerTech55446.2023.10202771. https://doi.org/10.1109/PowerTech55446.2023.10202771"
"51","url","https://arxiv.org/abs/2507.13250","https://arxiv.org/abs/2507.13250","200","HEAD","https://arxiv.org/abs/2507.13250","text/html; charset=utf-8","","ok","","Mascarenhas et al. Leveraging Asynchronous Cross-border Market Data for Improved Day-Ahead Electricity Price Forecasting in European Markets. arXiv:2507.13250. https://arxiv.org/abs/2507.13250"
"52","url","https://nixtlaverse.nixtla.io/neuralforecast/docs/capabilities/exogenous_variables.html","https://nixtlaverse.nixtla.io/neuralforecast/docs/capabilities/exogenous_variables.html","200","HEAD","https://nixtlaverse.nixtla.io/neuralforecast/docs/capabilities/exogenous_variables.html","text/html; charset=utf-8","","ok","","Nixtla. NeuralForecast exogenous variables and NBEATSx documentation. https://nixtlaverse.nixtla.io/neuralforecast/docs/capabilities/exogenous_variables.html and https://nixtlaverse.nixtla.io/neuralforecast/models.nbeatsx.html"
"52","url","https://nixtlaverse.nixtla.io/neuralforecast/models.nbeatsx.html","https://nixtlaverse.nixtla.io/neuralforecast/models.nbeatsx.html","200","HEAD","https://nixtlaverse.nixtla.io/neuralforecast/models.nbeatsx.html","text/html; charset=utf-8","","ok","","Nixtla. NeuralForecast exogenous variables and NBEATSx documentation. https://nixtlaverse.nixtla.io/neuralforecast/docs/capabilities/exogenous_variables.html and https://nixtlaverse.nixtla.io/neuralforecast/models.nbeatsx.html"
"53","url","https://open-meteo.com/en/docs","https://open-meteo.com/en/docs","200","HEAD","https://open-meteo.com/en/docs","text/html; charset=utf-8","","ok","","Open-Meteo. Forecast API documentation. https://open-meteo.com/en/docs"
"54","url","https://open-meteo.com/en/docs/historical-weather-api","https://open-meteo.com/en/docs/historical-weather-api","200","HEAD","https://open-meteo.com/en/docs/historical-weather-api","text/html; charset=utf-8","","ok","","Open-Meteo. Historical Weather API documentation. https://open-meteo.com/en/docs/historical-weather-api"
"55","url","https://docs.dagster.io/guides/build/assets","https://docs.dagster.io/guides/build/assets","200","HEAD","https://docs.dagster.io/guides/build/assets","text/html; charset=utf-8","","ok","","Dagster. Software-defined assets documentation. https://docs.dagster.io/guides/build/assets"
"56","url","https://mlflow.org/docs/latest/ml/tracking/","https://mlflow.org/docs/latest/ml/tracking/","200","HEAD","https://mlflow.org/docs/latest/ml/tracking/","text/html","","ok","","MLflow. Tracking documentation. https://mlflow.org/docs/latest/ml/tracking/"
"57","url","https://fastapi.tiangolo.com/","https://fastapi.tiangolo.com/","200","HEAD","https://fastapi.tiangolo.com/","text/html; charset=utf-8","","ok","","FastAPI. FastAPI documentation. https://fastapi.tiangolo.com/"
"58","url","https://docs.pydantic.dev/latest/concepts/strict_mode/","https://docs.pydantic.dev/latest/concepts/strict_mode/","200","HEAD","https://pydantic.dev/docs/validation/latest/concepts/strict_mode/","text/html; charset=utf-8","","ok","","Pydantic. Strict mode documentation. https://docs.pydantic.dev/latest/concepts/strict_mode/"
"59","url","https://docs.databricks.com/aws/en/lakehouse/medallion","https://docs.databricks.com/aws/en/lakehouse/medallion","200","HEAD","https://docs.databricks.com/aws/en/lakehouse/medallion","text/html","","ok","","Databricks. What is the medallion lakehouse architecture? https://docs.databricks.com/aws/en/lakehouse/medallion"
"60","url","https://digital-strategy.ec.europa.eu/en/policies/regulatory-framework-ai","https://digital-strategy.ec.europa.eu/en/policies/regulatory-framework-ai","200","HEAD","https://digital-strategy.ec.europa.eu/en/policies/regulatory-framework-ai","text/html; charset=UTF-8","","ok","","European Commission. AI Act regulatory framework. https://digital-strategy.ec.europa.eu/en/policies/regulatory-framework-ai"
